1183	1
916	3
290	3
289	3
501	3
567	3
180	3
70	2
1023	3
957	3
156	3
176	3
1038	3
866	3
1041	3
504	3
1168	1
332	3
806	3
1105	1
757	3
542	3
68	2
76	2
121	3
746	3
856	3
1059	3
392	3
270	3
389	3
148	3
221	3
998	3
863	3
129	3
435	3
509	3
641	3
833	3
259	3
286	3
975	3
976	3
206	3
205	3
989	3
44	2
564	3
842	3
583	3
624	3
921	3
1093	1
1050	3
463	3
1019	3
862	3
1193	1
899	3
610	3
715	3
892	3
795	3
797	3
272	3
507	3
249	3
1044	3
491	3
1134	1
169	3
315	3
313	3
57	2
816	3
834	3
643	3
37	2
367	3
773	3
329	3
849	3
1020	3
1008	3
400	3
764	3
537	3
139	3
924	3
264	3
919	3
449	3
296	3
298	3
832	3
732	3
670	3
401	3
896	3
551	3
494	3
824	3
434	3
446	3
430	3
420	3
252	3
474	3
982	3
521	3
1149	1
337	3
451	3
1033	3
925	3
186	3
373	3
1203	1
107	3
1189	1
255	3
257	3
183	3
80	2
384	3
383	3
609	3
669	3
1153	1
1190	1
516	3
965	3
240	3
336	3
706	3
461	3
231	3
1174	1
1098	1
884	3
1010	3
211	3
114	3
78	2
453	3
633	3
277	3
524	3
1095	1
311	3
35	2
983	3
792	3
831	3
936	3
317	3
536	3
85	2
753	3
886	3
1016	3
1028	3
528	3
1106	1
1064	3
178	3
723	3
258	3
348	3
426	3
727	3
237	3
320	3
1201	1
279	3
395	3
319	3
1200	1
147	3
1128	1
917	3
514	3
251	3
478	3
1082	1
407	3
9	2
623	3
625	3
994	3
428	3
1147	1
872	3
3	2
880	3
301	3
618	3
51	2
777	3
952	3
322	3
26	2
1032	3
103	3
25	2
574	3
467	3
963	3
108	3
738	3
71	2
1109	1
72	2
974	3
966	3
798	3
1073	1
130	3
638	3
636	3
415	3
578	3
541	3
433	3
1145	1
981	3
438	3
877	3
920	3
616	3
1161	1
15	2
904	3
1068	3
911	3
818	3
1046	3
184	3
1091	1
10	2
471	3
1026	3
529	3
149	3
1086	1
377	3
1007	3
661	3
1171	1
1088	1
820	3
413	3
432	3
102	3
417	3
1056	3
308	3
1118	1
518	3
1013	3
115	3
910	3
256	3
1036	3
1029	3
141	3
20	2
370	3
196	3
28	2
605	3
437	3
547	3
915	3
668	3
793	3
508	3
645	3
250	3
563	3
756	3
774	3
404	3
1003	3
94	3
809	3
335	3
566	3
565	3
805	3
868	3
695	3
851	3
696	3
1169	1
132	3
142	3
779	3
1077	1
459	3
288	3
1090	1
747	3
713	3
679	3
175	3
535	3
423	3
1159	1
979	3
1097	1
1	2
580	3
1115	1
665	3
75	2
79	2
627	3
275	3
898	3
603	3
362	3
768	3
769	3
230	3
303	3
470	3
294	3
193	3
885	3
410	3
848	3
634	3
796	3
22	2
204	3
402	3
878	3
749	3
209	3
854	3
692	3
644	3
88	3
1194	1
356	3
292	3
291	3
1060	3
647	3
1062	3
660	3
1188	1
825	3
1113	1
96	3
399	3
472	3
164	3
855	3
681	3
27	2
691	3
690	3
235	3
1022	3
637	3
1205	1
268	3
656	3
858	3
703	3
988	3
45	2
174	3
635	3
157	3
503	3
226	3
48	2
810	3
676	3
1055	3
794	3
4	2
489	3
365	3
1052	3
1051	3
1005	3
800	3
134	3
544	3
241	3
881	3
16	2
1063	3
391	3
803	3
1079	1
405	3
716	3
702	3
985	3
629	3
585	3
552	3
339	3
515	3
1006	3
8	2
839	3
49	2
476	3
752	3
776	3
822	3
1182	1
450	3
593	3
232	3
59	2
495	3
1137	1
95	3
737	3
765	3
569	3
361	3
87	3
334	3
21	2
962	3
1099	1
1127	1
951	3
245	3
876	3
717	3
274	3
739	3
216	3
214	3
1152	1
906	3
117	3
31	2
396	3
1072	1
939	3
940	3
813	3
265	3
1135	1
553	3
1197	1
992	3
598	3
956	3
997	3
698	3
990	3
533	3
780	3
351	3
349	3
1021	3
408	3
1004	3
350	3
933	3
480	3
282	3
568	3
562	3
859	3
1027	3
1110	1
847	3
276	3
852	3
519	3
577	3
192	3
52	2
869	3
393	3
83	2
526	3
812	3
678	3
572	3
67	2
827	3
685	3
488	3
590	3
224	3
104	3
1164	1
124	3
23	2
409	3
166	3
959	3
601	3
187	3
1048	3
922	3
968	3
971	3
506	3
1043	3
440	3
613	3
122	3
2	2
295	3
1025	3
151	3
522	3
1102	1
927	3
888	3
754	3
617	3
711	3
43	2
1202	1
621	3
626	3
358	3
89	3
659	3
631	3
550	3
98	3
823	3
1180	1
895	3
937	3
666	3
741	3
63	2
307	3
5	2
1139	1
109	3
510	3
299	3
709	3
838	3
930	3
346	3
181	3
1076	1
498	3
991	3
1030	3
1148	1
1198	1
505	3
1018	3
233	3
203	3
200	3
443	3
411	3
105	3
106	3
1112	1
745	3
202	3
1053	3
891	3
159	3
158	3
907	3
163	3
162	3
427	3
1178	1
1061	3
654	3
708	3
758	3
539	3
722	3
1065	3
381	3
967	3
1131	1
347	3
874	3
119	3
1057	3
306	3
260	3
261	3
262	3
263	3
371	3
191	3
760	3
359	3
604	3
189	3
655	3
1160	1
285	3
172	3
341	3
304	3
41	2
213	3
125	3
788	3
42	2
55	2
112	3
1092	1
321	3
653	3
217	3
667	3
418	3
672	3
836	3
740	3
154	3
704	3
970	3
607	3
674	3
464	3
360	3
195	3
761	3
926	3
194	3
469	3
354	3
826	3
846	3
576	3
425	3
431	3
38	2
486	3
123	3
1037	3
120	3
33	2
1181	1
1184	1
422	3
1014	3
1142	1
1144	1
1136	1
642	3
969	3
905	3
597	3
908	3
875	3
1154	1
91	3
429	3
619	3
18	2
783	3
1035	3
1133	1
865	3
860	3
948	3
861	3
17	2
58	2
229	3
955	3
575	3
1146	1
718	3
177	3
309	3
30	2
612	3
596	3
414	3
675	3
897	3
532	3
1089	1
734	3
293	3
281	3
684	3
100	3
743	3
755	3
436	3
1179	1
523	3
1066	3
388	3
961	3
1185	1
97	3
481	3
546	3
1163	1
1123	1
736	3
228	3
778	3
138	3
46	2
912	3
497	3
137	3
1186	1
1150	1
864	3
490	3
602	3
327	3
606	3
201	3
766	3
728	3
582	3
620	3
1191	1
167	3
188	3
573	3
1101	1
421	3
297	3
947	3
312	3
447	3
484	3
511	3
398	3
742	3
266	3
323	3
677	3
372	3
561	3
190	3
512	3
39	2
1042	3
1162	1
1087	1
931	3
269	3
6	2
368	3
387	3
333	3
517	3
630	3
403	3
328	3
406	3
1126	1
1104	1
460	3
560	3
155	3
171	3
559	3
199	3
945	3
340	3
652	3
870	3
456	3
662	3
374	3
987	3
462	3
1196	1
1094	1
725	3
555	3
850	3
1054	3
457	3
614	3
830	3
996	3
